,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,MPNS_Snippet,USDA_Snippet,POWO_Snippet,Wiki_Snippet,PPA_Snippet,SPP_Snippet,WEP_snippet,Sources
19792,170267-2,Nolina interrata,Nolina interrata,170267-2,Species,,,,,,,"Dehesa bear-grass:Dehesa nolina:Dehesa bear-grass:nolina, Dehesa nolina",:WEP (Wiersema 2013)
19793,722466-1,Cotoneaster dammeri,Cotoneaster dammeri,722466-1,Species,,,,,,,bearberry cotoneaster,:WEP (Wiersema 2013)
19794,722466-1,Cotoneaster dammeri,Cotoneaster dammeri,722466-1,Species,,,,,,,bearberry cotoneaster:krybende dværgmispel:krybende dværgmispel:krypoxbär:矮生栒子 (ai sheng xun zi),:WEP (Wiersema 2013)
19795,200258-1,Crepis setosa,Crepis setosa,200258-1,Species,,,,,,,bristly hawk's-beard:børstehøgeskæg:Borsten-Pippau:borstfibbla:bristly hawk's-beard:bristly hawk's-beard:Borsten-Pippau,:WEP (Wiersema 2013)
19796,199861-1,Crepis foetida,Crepis foetida,199861-1,Species,,,,,,,foetid hawk's-beard:roadside hawk's-beard:stinking hawk's-beard:foetid hawk's-beard:foetid hawk's-beard:roadside hawk's-beard:stinking hawk's-beard:stinkender Pippau:roadside hawk's-beard:sprötfibbla:stinkender Pippau:stinking hawk's-beard,:WEP (Wiersema 2013)
19797,395045-1,Capillipedium parviflorum,Capillipedium parviflorum,395045-1,Species,,,,,,,"golden-beard:golden-beard:scented-top grass:scented-top grass:top grass, scented-top grass",:WEP (Wiersema 2013)
19798,69313-2,Crepis acuminata,Crepis acuminata,69313-2,Species,,,,,,,"longleaf hawk's-beard:mountain hawk's-beard:taper-tip hawk's-beard:longleaf hawk's-beard:mountain hawk's-beard:taper-tip hawk's-beard:longleaf hawk's-beard:mountain hawk's-beard:taper-tip hawk's-beard:tip hawk's-beard, taper-tip hawk's-beard",:WEP (Wiersema 2013)
19799,200321-1,Crepis tectorum,Crepis tectorum,200321-1,Species,,,,,,,"narrow-leaf hawk's-beard:crépis des troits:Dach-Pippau:narrow-leaf hawk's-beard:leaf hawk's-beard, narrow-leaf hawk's-beard:narrow-leaf hawk's-beard:Dach-Pippau:taghøgeskæg:takfibbla:屋根草 (wu gen cao)",:WEP (Wiersema 2013)
19800,319141-2,Chionanthus virginicus,Chionanthus virginicus,319141-2,Species,,,,,,,"old-man's-beard:man's-beard, old-man's-beard:old-man's-beard",:WEP (Wiersema 2013)
19801,319141-2,Chionanthus virginicus,Chionanthus virginicus,319141-2,Species,,,,,,,fringetree,:WEP (Wiersema 2013)
19802,319141-2,Chionanthus virginicus,Chionanthus virginicus,319141-2,Species,,,,,,,"sneflokketræ, virginsk sneflokketræ:snöflockbuske:virginsk sneflokketræ",:WEP (Wiersema 2013)
19803,200220-1,Crepis rubra,Crepis rubra,200220-1,Species,,,,,,,pink hawk's-beard:red hawk's-beard:crépide rouge:pink hawk's-beard:red hawk's-beard:rød høgeskæg:pink hawk's-beard:roter Pippau:red hawk's-beard:rød høgeskæg:rosenfibbla:roter Pippau,:WEP (Wiersema 2013)
19804,199715-1,Crepis biennis,Crepis biennis,199715-1,Species,,,,,,,rough hawk's-beard:rough hawk's-beard:Wiesen-Pippau:rough hawk's-beard:skånefibbla:toårig høgeskæg:Wiesen-Pippau,:WEP (Wiersema 2013)
19805,199753-1,Crepis capillaris,Crepis capillaris,199753-1,Species,,,,,,,"smooth hawk's-beard:crepis, green crepis:crépis capillaire:green crepis:grøn høgeskæg:grönfibbla:smooth hawk's-beard:grøn høgeskæg:smooth hawk's-beard",:WEP (Wiersema 2013)
19806,420956-1,Schizachyrium scoparium,Schizachyrium scoparium,420956-1,Species,,,,,,,broom beard grass:broom bluestem:broom beard grass:broom bluestem:broom beard grass,:WEP (Wiersema 2013)
19807,420956-1,Schizachyrium scoparium,Schizachyrium scoparium,420956-1,Species,,,,,,,"prairie beard grass:prairie beard grass:liden præriegræs:præriegræs, liden præriegræs:prairie beard grass:präriegräs",:WEP (Wiersema 2013)
19808,420956-1,Schizachyrium scoparium,Schizachyrium scoparium,420956-1,Species,,,,,,,little bluestem,:WEP (Wiersema 2013)
19809,12850-2,Andropogon glomeratus,Andropogon glomeratus,12850-2,Species,,,,,,,bushy beard grass:bushy bluestem:chalky bluestem:bushy beard grass:bushy bluestem:chalky bluestem:bushy beard grass,:WEP (Wiersema 2013)
19810,65331-3,Bothriochloa macra,Bothriochloa macra,65331-3,Species,,,,,,,"pitted beard grass:pitted beard grass:red-leg grass:leg grass, red-leg grass:pitted beard grass:red-leg grass:redleg",:WEP (Wiersema 2013)
19811,77113531-1,Bothriochloa torreyana,Bothriochloa torreyana,77113531-1,Species,,,,,,,silver beard grass:silver bluestem:silver beard grass:silver beard grass:silver bluestem,:WEP (Wiersema 2013)
19812,77113531-1,Bothriochloa torreyana,Bothriochloa torreyana,77113531-1,Species,,,,,,,popotillo plateado,:WEP (Wiersema 2013)
19813,200616-1,Crupina vulgaris,Crupina vulgaris,200616-1,Species,,,,,,,"bearded-creeper:common crupina:bearded-creeper:crupina, common crupina:false saw-wort:gewöhnlicher Schlupfsame:saw-wort, false saw-wort:Schlupfsame, gewöhnlicher Schlupfsame:false saw-wort",:WEP (Wiersema 2013)
19814,324890-2,Cyperus squarrosus,Cyperus squarrosus,324890-2,Species,,,,,,,bearded flat sedge:bearded flat sedge:bearded flat sedge,:WEP (Wiersema 2013)
19815,705936-1,Protea magnifica,Protea magnifica,705936-1,Species,,,,,,,bearded protea:bearded protea:queen protea:queen protea,:WEP (Wiersema 2013)
19816,60458633-2,Diplachne fusca subsp. fascicularis,Diplachne fusca,60458632-2,Subspecies,,,,,,,bearded sprangletop:bearded sprangletop:sprangletop,:WEP (Wiersema 2013)
19817,1159330-2,Pseudoroegneria spicata,Pseudoroegneria spicata,1159330-2,Species,,,,,,,beardless wheatgrass:bluebunch wheatgrass:beardless wheatgrass:bluebunch wheatgrass,:WEP (Wiersema 2013)
19818,139367-2,Leymus triticoides,Leymus triticoides,139367-2,Species,,,,,,,beardless wild rye,:WEP (Wiersema 2013)
19819,139367-2,Leymus triticoides,Leymus triticoides,139367-2,Species,,,,,,,creeping wild rye:beardless wild rye:creeping wild rye:beardless wild rye:creeping wild rye,:WEP (Wiersema 2013)
19820,60431648-2,Penstemon angustifolius,Penstemon angustifolius,60431648-2,Species,,,,,,,narrow beardtongue:narrow beardtongue:narrow-leaf penstemon:narrow-leaf penstemon,:WEP (Wiersema 2013)
19821,60431648-2,Penstemon angustifolius,Penstemon angustifolius,60431648-2,Species,,,,,,,"leaf penstemon, narrow-leaf penstemon",:WEP (Wiersema 2013)
19822,96812-2,Erythronium californicum,Erythronium californicum,96812-2,Species,,,,,,,white-beauty,:WEP (Wiersema 2013)
19823,96812-2,Erythronium californicum,Erythronium californicum,96812-2,Species,,,,,,,California fawn-lily:California fawn-lily:fawn-lily:gräddvit hundtandslilja:gräddvit hundtandslilja:California fawn-lily:fawn-lily:white-beauty,:WEP (Wiersema 2013)
19824,861393-1,Callicarpa macrophylla,Callicarpa macrophylla,861393-1,Species,,,,,,,"urn-fruit beauty-berry:urn-fruit beauty-berry:fruit beauty-berry, urn-fruit beauty-berry:urn-fruit beauty-berry",:WEP (Wiersema 2013)
19825,561957-1,Malva trimestris,Malva trimestris,561957-1,Species,,,,,,,Becher-Malve:Garten-Strauchpappel:lavatère à grandes fleurs:lavatère d'un trimestre:royal-mallow:Becher-Malve:mamelukærme:royal-mallow:sommarmalva,:WEP (Wiersema 2013)
19826,561957-1,Malva trimestris,Malva trimestris,561957-1,Species,,,,,,,"Strauchpappel, Garten-Strauchpappel",:WEP (Wiersema 2013)
19827,236461-2,Silphium perfoliatum,Silphium perfoliatum,236461-2,Species,,,,,,,"Becherpflanze, verwachsenblättrige Becherpflanze:cup-plant:Indian cup-plant:Indian-gum:Indian cup-plant:Indian-gum:cup-plant:Indian cup-plant:skålört:skålplante:verwachsenblättrige Becherpflanze:국화풀 (gughwapul)",:WEP (Wiersema 2013)
19828,86663-1,Cryptocoryne beckettii,Cryptocoryne beckettii,86663-1,Species,,,,,,,Becketts Wasserkelch,:WEP (Wiersema 2013)
19830,376335-1,Pelargonium × hybridum,Pelargonium × hybridum,376335-1,Species,,,,,,,bedding geranium:fish geranium:bedding geranium:fish geranium:horseshoe geranium:house geranium:zonal geranium:horseshoe geranium:house geranium:zonal pelargonium:zonal geranium:zonal pelargonium:zonalpelargon,:WEP (Wiersema 2013)
19831,164476-1,Beta macrocarpa,Beta macrocarpa,164476-1,Species,,,,,,,storfrugtet bede:storfrugtet bede,:WEP (Wiersema 2013)
19832,9643-2,Aloysia gratissima,Aloysia gratissima,9643-2,Species,,,,,,,"bee-brush, common bee-brush",:WEP (Wiersema 2013)
19833,9643-2,Aloysia gratissima,Aloysia gratissima,9643-2,Species,,,,,,,common bee-brush:cedrón del monte:common bee-brush:whitebrush,:WEP (Wiersema 2013)
19834,452068-1,Monarda pectinata,Monarda pectinata,452068-1,Species,,,,,,,plains beebalm:plains beebalm,:WEP (Wiersema 2013)
19835,452068-1,Monarda pectinata,Monarda pectinata,452068-1,Species,,,,,,,spotted beebalm:spotted beebalm,:WEP (Wiersema 2013)
19836,77092961-1,Oenothera suffrutescens,Oenothera suffrutescens,77092961-1,Species,,,,,,,"beeblossom, scarlet beeblossom:duftende Prachtkerze:scarlet gaura:gaura-escarlate:wild honeysuckle:scarlet beeblossom:scarlet gaura:wild honeysuckle",:WEP (Wiersema 2013)
19837,77092961-1,Oenothera suffrutescens,Oenothera suffrutescens,77092961-1,Species,,,,,,,linda tarde,:WEP (Wiersema 2013)
19838,77092961-1,Oenothera suffrutescens,Oenothera suffrutescens,77092961-1,Species,,,,,,,"Prachtkerze, duftende Prachtkerze",:WEP (Wiersema 2013)
19839,359110-1,Nothofagus solandri,Nothofagus solandri,359110-1,Species,,,,,,,black beech:black beech,:WEP (Wiersema 2013)
19840,359110-1,Nothofagus solandri,Nothofagus solandri,359110-1,Species,,,,,,,mountain beech,:WEP (Wiersema 2013)
19841,359110-1,Nothofagus solandri,Nothofagus solandri,359110-1,Species,,,,,,,mountain-beech,:WEP (Wiersema 2013)
19842,465709-1,Litsea glutinosa,Litsea glutinosa,465709-1,Species,,,,,,,"bolly-beech:bolly-beech:bolly-gum, brown bolly-gum:bollygum, soft bollygum:brown bolly-gum:brown bollywood:brown bolly-gum:lourier, Indiese lourier:soft bollygum:潺槁木姜子 (chan gao mu jiang zi)",:WEP (Wiersema 2013)
19843,465709-1,Litsea glutinosa,Litsea glutinosa,465709-1,Species,,,,,,,"bollywood, brown bollywood",:WEP (Wiersema 2013)
19844,465709-1,Litsea glutinosa,Litsea glutinosa,465709-1,Species,,,,,,,Indiese lourier,:WEP (Wiersema 2013)
19845,77229884-1,Cryptocarya ferrea var. ferrea,Cryptocarya ferrea,463891-1,Variety,,,,,,,brown-beech:brown-beech,:WEP (Wiersema 2013)
19846,359083-1,Nothofagus dombeyi,Nothofagus dombeyi,359083-1,Species,,,,,,,Dombey's beech:ciohue:dombey sydbøg:Dombey's beech,:WEP (Wiersema 2013)
19847,359083-1,Nothofagus dombeyi,Nothofagus dombeyi,359083-1,Species,,,,,,,dombey sydbøg,:WEP (Wiersema 2013)
19848,359115-1,Nothofagus truncata,Nothofagus truncata,359115-1,Species,,,,,,,hard beech:hard beech,:WEP (Wiersema 2013)
19849,515679-1,Pongamia pinnata,Pongamia pinnata,515679-1,Species,,,,,,,"Indian-beech:Indian-beech:Indian pongamia:karanja:karumtree:poonga-oil-tree:pongam:pongamia, Indian pongamia:pongamia-tree:poonga-oil-tree:pongamia-tree:poonga-oil-tree:クロヨナ (kuro-yona)",:WEP (Wiersema 2013)
19850,295581-1,Fagus crenata,Fagus crenata,295581-1,Species,,,,,,,Japanese beech:Japanese beech:ブナ (buna),:WEP (Wiersema 2013)
19851,833862-1,Elaeocarpus kirtonii,Elaeocarpus kirtonii,833862-1,Species,,,,,,,"mountain-beech:brown-heart quandong:heart quandong, brown-heart quandong:Mowbullan whitewood:brown-heart quandong",:WEP (Wiersema 2013)
19852,833862-1,Elaeocarpus kirtonii,Elaeocarpus kirtonii,833862-1,Species,,,,,,,white-beech:white-beech,:WEP (Wiersema 2013)
19853,833862-1,Elaeocarpus kirtonii,Elaeocarpus kirtonii,833862-1,Species,,,,,,,silver quandong:white quandong:silver quandong:white quandong,:WEP (Wiersema 2013)
19854,833862-1,Elaeocarpus kirtonii,Elaeocarpus kirtonii,833862-1,Species,,,,,,,Mowbullan whitewood,:WEP (Wiersema 2013)
19855,359080-1,Nothofagus cunninghamii,Nothofagus cunninghamii,359080-1,Species,,,,,,,myrtle beech:southern beech:Tasmanian-myrtle:myrtle beech:southern beech:tasmansk sydbok:Tasmanian-myrtle:tasmansk sydbok,:WEP (Wiersema 2013)
19856,295615-1,Fagus orientalis,Fagus orientalis,295615-1,Species,,,,,,,Oriental beech:Turkish beech:orientalsk bøg:faia-européia:faia-vermelha:Oriental beech:orientalsk bøg:orientbok:Turkish beech,:WEP (Wiersema 2013)
19857,862949-1,Gmelina leichhardtii,Gmelina leichhardtii,862949-1,Species,,,,,,,Queensland-beech:grey-teak:Queensland-beech:grey-teak,:WEP (Wiersema 2013)
19858,359064-1,Nothofagus alpina,Nothofagus alpina,359064-1,Species,,,,,,,"rauli beech:notofago pubescente:rauli:raulí:rauli beech:Rauli-Scheinbuche:Scheinbuche, Rauli-Scheinbuche",:WEP (Wiersema 2013)
19859,359100-1,Nothofagus obliqua,Nothofagus obliqua,359100-1,Species,,,,,,,roble beech:notofago glabro:roble beech,:WEP (Wiersema 2013)
19860,359100-1,Nothofagus obliqua,Nothofagus obliqua,359100-1,Species,,,,,,,roble,:WEP (Wiersema 2013)
19861,464046-1,Cryptocarya obovata,Cryptocarya obovata,464046-1,Species,,,,,,,she-beech:pepperberry-tree:pepperberry-tree:white-walnut,:WEP (Wiersema 2013)
19862,464046-1,Cryptocarya obovata,Cryptocarya obovata,464046-1,Species,,,,,,,purple-laurel:purple-laurel,:WEP (Wiersema 2013)
19863,464046-1,Cryptocarya obovata,Cryptocarya obovata,464046-1,Species,,,,,,,she-beech,:WEP (Wiersema 2013)
19864,464046-1,Cryptocarya obovata,Cryptocarya obovata,464046-1,Species,,,,,,,white-sycamore:white-sycamore,:WEP (Wiersema 2013)
19865,464046-1,Cryptocarya obovata,Cryptocarya obovata,464046-1,Species,,,,,,,white-walnut,:WEP (Wiersema 2013)
19866,359094-1,Nothofagus menziesii,Nothofagus menziesii,359094-1,Species,,,,,,,silver beech,:WEP (Wiersema 2013)
19868,60433399-2,Magnolia tsiampacca,Magnolia tsiampacca,60433399-2,Species,,,,,,,Wau-beech:Wau-beech,:WEP (Wiersema 2013)
19869,60433399-2,Magnolia tsiampacca,Magnolia tsiampacca,60433399-2,Species,,,,,,,chempaka,:WEP (Wiersema 2013)
19870,159845-1,Casuarina cunninghamiana,Casuarina cunninghamiana,159845-1,Species,,,,,,,beefwood:creek-oak:fire-oak:kasuarisboom:creek-oak:fire-oak:river-oak:river she-oak:pinheiro-australiano:river-oak:river she-oak:river she-oak,:WEP (Wiersema 2013)
19871,159845-1,Casuarina cunninghamiana,Casuarina cunninghamiana,159845-1,Species,,,,,,,casuarina,:WEP (Wiersema 2013)
19872,706792-1,Stenocarpus sinuatus,Stenocarpus sinuatus,706792-1,Species,,,,,,,"white beefwood:eldhjul:fire, wheel-of-fire:fire-tree, wheel-of-fire-tree:fire-wheel-tree:Queensland fire-wheel-tree:tulip-flower:white silky-oak:Queensland fire-wheel-tree:white silky-oak:fire-wheel-tree:Queensland fire-wheel-tree:wheel-of-fire-tree:tulip-flower:wheel-of-fire:fire-wheel-tree:Queensland fire-wheel-tree:white silky-oak:yiel-yiel",:WEP (Wiersema 2013)
19873,706792-1,Stenocarpus sinuatus,Stenocarpus sinuatus,706792-1,Species,,,,,,,ildhjul,:WEP (Wiersema 2013)
19874,706792-1,Stenocarpus sinuatus,Stenocarpus sinuatus,706792-1,Species,,,,,,,wheel-of-fire-tree,:WEP (Wiersema 2013)
19875,706792-1,Stenocarpus sinuatus,Stenocarpus sinuatus,706792-1,Species,,,,,,,wheeltree,:WEP (Wiersema 2013)
19876,706792-1,Stenocarpus sinuatus,Stenocarpus sinuatus,706792-1,Species,,,,,,,white beefwood,:WEP (Wiersema 2013)
19877,97526-2,Escobaria vivipara,Escobaria vivipara,97526-2,Species,,,,,,,beehive cactus:beehive cactus:pincushion cactus:pincushion cactus:tuvescobaria,:WEP (Wiersema 2013)
19878,204172-2,Poa compressa,Poa compressa,204172-2,Species,,,,,,,"beemdgras, plat beemdgras:berggröe:Canada bluegrass:Canadian bluegrass:Canada bluegrass:Canadian bluegrass:flaches Rispengras:fladstrået rapgræs:flatrapp:flattened meadow grass:flattened meadow grass:laposszàru perje:flattened meadow grass:vassı salkım otu:pâturin comprimé:laposszàru perje:poa compressa:fladstrået rapgræs:flaches Rispengras:vassı salkım otu:vassı salkım otu:wiechlin spłaszczona:加拿大早熟禾 (jia na da zao shu he):コイチゴツナギ (ko-ichigo-tsunagi):좀포아풀 (jompoapul):мятлик сплюснутый  (mâtlik splûsnutyj)",:WEP (Wiersema 2013)
19879,204172-2,Poa compressa,Poa compressa,204172-2,Species,,,,,,,lipnice smàcknutà,:WEP (Wiersema 2013)
19880,204172-2,Poa compressa,Poa compressa,204172-2,Species,,,,,,,plat beemdgras,:WEP (Wiersema 2013)
19881,77226620-1,Malvaviscus arboreus var. arboreus,Malvaviscus arboreus,30041958-2,Variety,,,,,,,gewöhnliche Beerenmalve:gewöhnliche Beerenmalve:wax-mallow:mexikanische Beerenmalve,:WEP (Wiersema 2013)
19882,77226620-1,Malvaviscus arboreus var. arboreus,Malvaviscus arboreus,30041958-2,Variety,,,,,,,mexikanische Beerenmalve,:WEP (Wiersema 2013)
19883,77226620-1,Malvaviscus arboreus var. arboreus,Malvaviscus arboreus,30041958-2,Variety,,,,,,,wax-mallow,:WEP (Wiersema 2013)
19884,164502-1,Beta trigyna,Beta trigyna,164502-1,Species,,,,,,,Caucasian beet:Caucasian beet:dreiweibige Runkelrübe:kaukasusbeta:dreiweibige Runkelrübe,:WEP (Wiersema 2013)
19885,490295-1,Dalbergia latifolia,Dalbergia latifolia,490295-1,Species,,,,,,,beete,:WEP (Wiersema 2013)
19886,490295-1,Dalbergia latifolia,Dalbergia latifolia,490295-1,Species,,,,,,,black rosewood:Bombay blackwood:Indian blackwood:Bombay blackwood:East Indian rosewood:Indian blackwood:East Indian rosewood:Malabar rosewood:sort palisander:black rosewood:East Indian rosewood:Malabar rosewood:sonobrits:sonokeling:sort palisander,:WEP (Wiersema 2013)
19887,490295-1,Dalbergia latifolia,Dalbergia latifolia,490295-1,Species,,,,,,,Indian rosewood:Indian rosewood,:WEP (Wiersema 2013)
19888,60458632-2,Diplachne fusca,Diplachne fusca,60458632-2,Species,,,,,,,beetle grass:beetle grass:swamp grass:littoral sprangletop:littoral sprangletop:swamp grass,:WEP (Wiersema 2013)
19889,60458632-2,Diplachne fusca,Diplachne fusca,60458632-2,Species,,,,,,,brown beetle grass:brown beetle grass:brown beetle grass,:WEP (Wiersema 2013)
19890,263270-1,Pinus rigida,Pinus rigida,263270-1,Species,,,,,,,begfyr:bekfuru:borovice tuhá:katran çamı:doornden:katran çamı:northern pitch pine:Pechkiefer:pekden:northern pitch pine:pino rigido:northern pitch pine:sosna smołowa:styvbarrig tall:styvbarrig tall:ミツバマツ (mitsuba-matsu):リギダマツ (rigida-matsu):리기다소나무 (rigidasonamu):сосна смолистая  (sosna smolistaâ),:WEP (Wiersema 2013)
19891,134286-3,Desmodium intortum,Desmodium intortum,134286-3,Species,,,,,,,beggar-lice,:WEP (Wiersema 2013)
19892,134286-3,Desmodium intortum,Desmodium intortum,134286-3,Species,,,,,,,"desmodie:green-leaf desmodium:grünes Desmodium:green-leaf desmodium:green-leaf tick trefoil:grünes Desmodium:green-leaf desmodium:leaf tick trefoil, green-leaf tick trefoil:lice, beggar-lice:green-leaf tick trefoil:green-leaf tick trefoil:扭曲山蚂蝗 (niu qu shan ma huang):フジボツルハギ (fuji-botsuru-hagi):десмодиум крученый  (desmodium kručenyj)",:WEP (Wiersema 2013)
19893,134286-3,Desmodium intortum,Desmodium intortum,134286-3,Species,,,,,,,desmodio verde,:WEP (Wiersema 2013)
19894,315743-2,Bidens frondosa,Bidens frondosa,315743-2,Species,,,,,,,"devil's beggar-ticks:bident feuillu:devil's beggar-ticks:fläderskära:schwarzfrüchtiger Zweizahn:stick-tights:devil's beggar-ticks:tights, stick-tights:schwarzfrüchtiger Zweizahn",:WEP (Wiersema 2013)
19895,184769-1,Bidens bipinnata,Bidens bipinnata,184769-1,Species,,,,,,,hemlock beggar-ticks:bident bipenné:carrapicho-agulha:fiederblättriger Zweizahn:flikskära:herbe à aiguilles:herbe aiguille:hemlock beggar-ticks:fiederblättriger Zweizahn:婆婆针 (po po zhen),:WEP (Wiersema 2013)
19896,184769-1,Bidens bipinnata,Bidens bipinnata,184769-1,Species,,,,,,,beijo-de-moça,:WEP (Wiersema 2013)
19897,184769-1,Bidens bipinnata,Bidens bipinnata,184769-1,Species,,,,,,,hemlock beggar-ticks,:WEP (Wiersema 2013)
19898,184769-1,Bidens bipinnata,Bidens bipinnata,184769-1,Species,,,,,,,Spanish-needles,:WEP (Wiersema 2013)
19900,184796-1,Bidens cernua,Bidens cernua,184796-1,Species,,,,,,,nodding beggar-ticks:bident penché:nikkende brændsel:nodding bur-marigold:nodding bur-marigold:nickender Zweizahn:nickskära:nikkende brændsel:nodding beggar-ticks:nodding bur-marigold:nodding beggar-ticks:nickender Zweizahn,:WEP (Wiersema 2013)
19901,309058-2,Bidens vulgata,Bidens vulgata,309058-2,Species,,,,,,,tall beggar-ticks:bident vulgaire:tall beggar-ticks,:WEP (Wiersema 2013)
19902,309058-2,Bidens vulgata,Bidens vulgata,309058-2,Species,,,,,,,tall beggar-ticks,:WEP (Wiersema 2013)
19903,1028008-2,Desmodium tortuosum,Desmodium tortuosum,1028008-2,Species,,,,,,,beggarweed:Florida beggarweed:esmódio:Florida beggarweed,:WEP (Wiersema 2013)
19904,77187443-1,Grona triflora,Grona triflora,77187443-1,Species,,,,,,,three-flower beggarweed,:WEP (Wiersema 2013)
