Plant_number,Latin_plant_name,German_plant_name,English_plant_name,Plant_genus,Plant_family,Global_spatial_distribution,Swiss_frequency,Swiss_appearance,Vegetation_type,Blooming_period,Toxic_plant_part,Human_toxicity,Animal_toxicity,Invasive_foreign,Garden_plant,Agricultural_plant
P797,Narcissus x verbanensis (Herb.) M. Roem.,Langensee-Narzisse,,Narcissus,Amaryllidaceae,South-eastern Europe,2,domestic,Xerophyte,Apr.-May,"Whole plant, highest concentrations in bulb",toxic,,,,
P798,Narcissus poeticus L.,Weisse Garten-Narzisse,Poet's daffodil,Narcissus,Amaryllidaceae,South-western Europe,15,domestic,Meadow plant,Apr.-May,"Whole plant, highest concentrations in bulb",toxic,,,,
P799,Narcissus x medioluteus Mill.,Zweibluetige Narzisse,Primrose-peerless,Narcissus,Amaryllidaceae,Europe,1,alien,Weed and ruderal plant,Apr.,"Whole plant, highest concentrations in bulb",toxic,,,,
P800,Iris sibirica L.,Sibirische Schwertlilie,Siberian iris,Iris,Iridaceae,Europe and Siberia,9,domestic,Shore- and marsh plant,Jun.,"Leaf, rhizome (or whole plant)",toxic,toxic,,,
P801,Iris pseudacorus L.,Gelbe Schwertlilie,Yellow iris,Iris,Iridaceae,Europe and Siberia,35,domestic,Shore- and marsh plant,Jun.,"Leaf, rhizome (or whole plant)",toxic,toxic,,,
P802,Iris germanica L.,Deutsche Schwertlilie,Bearded iris,Iris,Iridaceae,Europe,15,domestic,Xerophyte,May-Jun.,"Leaf, rhizome (or whole plant)",toxic,toxic,,,
P803,Iris foetidissima L.,uebelriechende Schwertlilie,Stinking iris,Iris,Iridaceae,Southern Europe,occasionally introduced,alien,Ornamental garden plant,Jun.,"Leaf, rhizome (or whole plant)",toxic,,,yes,
P804,Crocus albiflorus Kit.,Fruehlings-Krokus,Spring crocus,Crocus,Iridaceae,Southern and Central Europe,67,domestic,Mountain plant,Mar.-Jun.,Whole plant,toxic,toxic,,,
P805,Crocus sativus L.,Echter Safran,Saffron crocus,Crocus,Iridaceae,Mediterranean,0.5,domestic,Ornamental garden plant,Sep.-Nov.,Whole plant,toxic,toxic,,yes,
P806,Crocus tommasinianus Herb.,Tommasinis Krokus,Woodland crocus,Crocus,Iridaceae,Southern Europe and Asia,rarely introduced,alien,Ornamental garden plant,Feb.-Mar.,Whole plant,toxic,weak toxic,,yes,
P807,Trachycarpus fortunei (Hook.) H. Wendl.,Fortunes Hanfpalme,Windmill palm,Trachycarpus,Arecaceae,Asia,2,alien,Ornamental garden plant,Mar.-Jun.,,nontoxic,,yes,yes,
P808,Cyperus esculentus L.,Essbares Zypergras,Chufa sedge,Cyperus,Cyperaceae,global,3,alien,Shore- and marsh plant,Jul.-Oct.,,nontoxic,,yes,,
P809,Lolium perenne L.,Englisches Raygras,Perennial ryegrass,Lolium,Poaceae,Europe and Asia,64,domestic,Meadow plant,Jun.-Sep.,"Fruit, seed (or whole plant)",infested plants only,toxic,,,
P810,Lolium temulentum L.,Taumel-Lolch,Darnel ryegrass,Lolium,Poaceae,Mediterranean,2,domestic,Weed and ruderal plant,Jun.-Jul.,"Fruit, seed (or whole plant)",infested plants only,strong toxic,,,
P811,Lolium remotum Schrank,Flachs-Lolch,Flaxfield ryegrass,Lolium,Poaceae,Europe,0.7,domestic,Weed and ruderal plant,Jun.-Aug.,"Fruit, seed (or whole plant)",infested plants only,,,,
P812,Lolium rigidum Gaudin,Steifer Lolch,Italien ryegrass,Lolium,Poaceae,"Mediterranean, Asia and Northern Africa",1,alien,Meadow plant,Jun.-Aug.,"Fruit, seed (or whole plant)",infested plants only,,,,
P813,Hordeum vulgare L. s.l. (H. vulgare L. s.str. and H. vulgare subsp. hexastichon (L.) Celak.),Saat-Gerste,Barley,Hordeum,Poaceae,Africa,agriculture,domestic,Agricultural plant,May-Jul.,Whole plant,infested plants only,,,,yes
P814,Triticum aestivum L.,Saat-Weizen,Common wheat,Triticum,Poaceae,Asia,agriculture,domestic,Agricultural plant,Jun.-Jul.,Whole plant,infested plants only,,,,yes
P815,Triticum spelta L.,Dinkel-Weizen,Spelt,Triticum,Poaceae,Asia,agriculture,domestic,Agricultural plant,Jun.-Jul.,Whole plant,infested plants only,,,,yes
P816,Triticum turgidum L.,Englischer Weizen,English wheat,Triticum,Poaceae,global,agriculture,domestic,Agricultural plant,Jun.-Jul.,Whole plant,infested plants only,,,,yes
P817,Triticum durum Desf.,Hart-Weizen,Durum wheat,Triticum,Poaceae,global,agriculture,domestic,Agricultural plant,Jun.-Jul.,Whole plant,infested plants only,,,,yes
P818,Triticum x Triticosecale ,Triticale,Triticale,Triticum,Poaceae,global,agriculture,domestic,Agricultural plant,Jun.,Whole plant,infested plants only,,,,yes
P819,Secale cereale L.,Roggen,Rye,Secale,Poaceae,Asia,agriculture,domestic,Agricultural plant,May-Jun.,Whole plant,weak toxic,,,,yes
P820,Trisetum flavescens (L.) P. Beauv.,Wiesen-Goldhafer,Golden oat grass,Trisetum,Poaceae,Europe,agriculture,domestic,Agricultural plant,May-Jul.,Whole plant,nontoxic,toxic,,,yes
P821,Avena sativa L. s.l. (A. sativa L. s.str. and A. sativa subsp. orientalis (Schreb.) H. Werner),Saat-Hafer,Oat,Avena,Poaceae,global,agriculture,domestic,Agricultural plant,Jul.,,nontoxic,,,,yes
P822,Zea mays L.,Mais,Maize,Zea,Poaceae,Central America,agriculture,alien,Agricultural plant,Jul.-Aug.,,nontoxic,,,,yes
P823,Hierochloe odorata (L.) P. Beauv.,Duftendes Mariengras,Sweet grass,Hierchloë,Poaceae,"Europe, Sibiria and North America",1.5,domestic,Shore- and marsh plant,May-Jun.,Whole plant,weak toxic,,,,
P824,Anthoxanthum odoratum L.,Duftendes Ruchgras,Sweet vernalgrass,Anthoxanthum,Poaceae,Europe and Siberia,76,domestic,Meadow plant,Apr.-Jun.,Aerial part (or whole plant),weak toxic,,,,
P825,Setaria italica (L.) P. Beauv.,Kolbenhirse,Foxtail millet,Setaria,Poaceae,global,agriculture,alien,Agricultural plant,Jul.-Aug.,,nontoxic,,,,yes
P826,Bambusa vulgaris Schrad. ex J.C.Wendl.,Gewoehnlicher Bambus,Common bamboo,Bambusa,Poaceae,global,0,alien,Ornamental garden plant,no flowers,Shoot,toxic,toxic,,yes,
P827,Sorghum bicolor (L.) Moench,Echte Mohrenhirse,,Sorghum,Poaceae,Eastern Africa and Western Asia,2,domestic,Agricultural plant,Aug.-Sep.,Seed (or whole plant),weak toxic,toxic,,,
P828,Sorghum halepens (L.) Pers.,Wilde Mohrenhirse,,Sorghum,Poaceae,Eastern Africa and Western Asia,11,alien,Weed and ruderal plant,Jun.-Aug.,Seed (or whole plant),weak toxic,toxic,,,
P829,Cabomba caroliniana Gray,Karolina-Haarnixe,Carolina water-shield,Cabomba,Cabombaceae,North America,rarely introduced,alien,Fresh water plant,,,unknown,,yes (forbidden EU),,
P830,Toxicodendron radicans (L.) Kuntze,Giftefeu,Poison ivy,Toxicodendron,Anacardiaceae,America,rarely introduced,alien,Ornamental garden plant,,"Leaf, herb",allergenic,,yes,yes,
P831,Eichhornia cassipes (Mart.) Solms,Dickstielige Wasserhyazinthe,Water hyacinth,Eichhornia,Pontederiaceae,South America,0,alien,Ornamental garden plant,,,nontoxic,,yes (forbidden EU),yes,
P832,Actinidia chinensis Planch.,Grossfruechtige Kiwi,Kiwi fruit,Actinidia,Actinidiaceae,Asia,rarely introduced,alien,Ornamental garden plant,Jun.,,skin-irritating,weak toxic,,,yes
P833,Actinidia arguta (Sieb. & Zucc.) Planch. ex Miq.,Kiwibeere,Hardy kiwi,Actinidia,Actinidiaceae,Asia,0,alien,Ornamental garden plant,Apr.,,skin-irritating,weak toxic,,yes,
P834,Begonia x tuberhybrida Voss,Knollenbegonie,Begonia,Begonia,Begoniaceae,South America,0,alien,Ornamental garden plant,Jun.-Oct.,Whole plant,weak toxic,weak toxic,,yes,
P835,Coffea arabica L.,Kaffeestrauch,Coffee shrub,Coffea,Rubiaceae,Africa,0,alien,Ornamental garden plant,Oct.-Feb.,Seed,stimulating,toxic,,yes,
P836,Ginkgo biloba L.,Ginkgobaum,Ginkgo,Ginkgo,Ginkgoaceae,Asia,0,alien,Ornamental garden plant,Apr.-May,"Leaf, seed coat",allergenic,toxic,,yes,
P837,Aucuba japonica Thunb.,Japanoische Goldorange,Japanese aucuba,Aucuba,Garryaceae,Eastern Asia,0,alien,Ornamental garden plant,Mar.-Apr.,Fruit (or whole plant),toxic,,,yes,
P838,Capparis spinosa L.,Kapernstrauch,Caper brush,Capparis,Capparaceae,Mediterranean,agriculture,alien,Agricultural plant,,Whole plant,weak toxic,,,,yes
P839,Calycanthus floridus L.,Wohlriechender Gewuerzstrauch,Hairy straw-berry shrub,Calycanthus,Calycanthaceae,North America,0,alien,Ornamental garden plant,May-Jul.,"Bark, seed (or whole plant)",weak toxic,,,yes,
P840,Gelsemium sempervirens (L.) Jaume St.-Hili.,WilderJasmin,Yellow jasmine,Gelsemium,Loganiacea,North America,0,alien,Ornamental garden plant,,"Rhizome, root",very strong toxic,,,yes,
P841,Tropaeolum majus L.,Kapuzinerkresse,Large Indian cress,Tropaeolum,Tropaeolaceae,America,0,alien,Ornamental garden plant,Jun.-Oct.,"Whole plant, highest concentrations in seed",weak toxic,,,yes,
P842,Camellia sinensis (L.) O.,Teestrauch,Tea plant,Camellia,Theaceae,Asia,0,alien,Agricultural plant,Oct.-Feb.,,stimulating,,,,
P843,Cypripedium calceolus L.,Frauenschuh,Yellow lady's slipper,Cypripedium,Orchidaceae,Europe and Asia,36,domestic,Forest plant,May-Jun.,Root,skin-irritating,,,,
P844,Menyanthes trifoliata L.,Fieberklee,Bogbean,Menyanthes,Menyanthaceae,global,41,domestic,Fresh water plant,May-Jun.,Leaf,weak toxic,,,,
